batch_id,timestamp,temperature,conveyor_speed,hold_time,batch_size,material_type,hour_of_day,operator_exp,temp_speed_product,temp_deviation,speed_deviation,hold_per_kg,shift,hours_into_shift,quality_score,yield_pct,performance_pct,energy_kwh,co2_kg,energy_per_kg,fault_type
B1682,2025-11-28 00:11:05,72.5,94.0,24.7,505.0,1,20,1,6815.0,13.190549999999995,75.72704999999999,0.04891089108910891,1,6,100.0,83.4,100.0,25.7,21.07,0.050891,normal
B1683,2025-12-20 09:49:12,67.7,110.7,30.1,512.0,0,20,1,7494.39,8.390549999999998,59.02704999999999,0.0587890625,1,6,100.0,84.4,100.0,27.4,22.47,0.053516,normal
B1684,2026-02-03 19:45:02,70.5,108.0,29.2,504.0,0,14,0,7614.0,11.190549999999995,61.72704999999999,0.05793650793650793,1,0,100.0,84.0,100.0,27.1,22.22,0.05377,normal
B1685,2025-12-22 15:48:02,65.2,120.1,31.8,510.0,1,20,0,7830.5199999999995,5.8905499999999975,49.62705,0.06235294117647059,1,6,99.1,86.4,100.0,28.3,23.21,0.05549,bearing_wear
B1686,2025-12-19 16:29:06,55.4,179.7,47.5,496.0,1,9,0,9955.38,3.9094500000000068,9.972949999999997,0.09576612903225806,0,3,97.5,90.3,76.8,36.7,30.09,0.073992,normal
B1687,2025-12-06 17:27:31,53.3,203.7,56.0,514.0,0,17,2,10857.21,6.009450000000008,33.97295,0.10894941634241245,1,3,95.7,95.6,66.3,41.6,34.11,0.080934,normal
B1688,2025-12-17 17:11:46,62.2,158.8,41.1,497.0,0,17,1,9877.36,2.8905499999999975,10.92704999999998,0.08269617706237425,1,3,99.6,91.0,89.4,33.5,27.47,0.067404,normal
B1689,2026-01-03 14:09:51,55.9,187.7,53.0,498.0,2,15,1,10492.429999999998,3.4094500000000068,17.972949999999997,0.10642570281124498,1,1,94.9,93.6,73.7,39.4,32.31,0.079116,normal
B1690,2026-02-01 10:30:37,72.1,96.3,25.5,498.0,0,18,1,6943.23,12.790549999999989,73.42705,0.05120481927710843,1,4,100.0,81.4,100.0,25.8,21.16,0.051807,normal
B1691,2025-11-17 15:05:58,69.7,99.7,27.6,507.0,2,9,1,6949.09,10.390549999999998,70.02704999999999,0.05443786982248521,0,3,100.0,84.8,100.0,26.6,21.81,0.052465,normal
B1692,2026-01-03 20:07:14,65.7,120.4,31.5,504.0,1,19,1,7910.280000000001,6.3905499999999975,49.327049999999986,0.0625,1,5,100.0,86.8,100.0,28.6,23.45,0.056746,normal
B1693,2026-01-17 01:00:09,58.0,177.2,47.1,496.0,1,15,0,10277.599999999999,1.3094500000000053,7.472949999999997,0.09495967741935483,1,1,98.9,91.2,76.1,36.5,29.93,0.073589,wet_material
B1694,2025-12-20 05:36:38,60.1,161.1,44.4,498.0,0,18,0,9682.11,0.7905499999999961,8.627049999999997,0.0891566265060241,1,4,97.5,88.2,83.8,33.8,27.72,0.067871,wet_material
B1695,2026-02-21 03:08:42,62.6,130.1,36.9,502.0,2,9,0,8144.26,3.290549999999996,39.62705,0.07350597609561753,0,3,100.0,88.5,97.7,30.0,24.6,0.059761,normal
B1696,2026-01-09 14:00:03,51.4,213.9,59.8,509.0,0,15,1,10994.46,7.909450000000007,44.172950000000014,0.1174852652259332,1,1,93.7,96.2,63.9,43.1,35.34,0.084676,normal
B1697,2025-12-02 19:21:40,64.8,131.3,33.9,500.0,1,19,1,8508.24,5.490549999999992,38.42704999999998,0.0678,1,5,100.0,87.5,100.0,29.7,24.35,0.0594,normal
B1698,2026-02-01 19:58:23,61.2,154.4,40.6,494.0,1,16,2,9449.28,1.8905499999999975,15.327049999999986,0.08218623481781377,1,2,99.6,87.7,85.7,33.1,27.14,0.067004,normal
B1699,2026-02-03 16:59:03,61.6,153.2,42.0,501.0,1,18,2,9437.119999999999,2.290549999999996,16.527050000000003,0.08383233532934131,1,4,96.9,88.9,88.7,32.5,26.65,0.06487,bearing_wear
B1700,2025-12-02 06:37:49,56.4,190.6,51.8,495.0,1,10,1,10749.84,2.9094500000000068,20.872950000000003,0.10464646464646464,0,4,97.1,94.1,71.1,39.4,32.31,0.079596,normal
B1701,2025-12-20 08:11:50,58.6,173.8,47.6,502.0,0,21,1,10184.68,0.7094500000000039,4.07295000000002,0.09482071713147411,1,7,95.4,90.1,79.1,36.1,29.6,0.071912,normal
B1702,2026-01-24 03:32:19,64.8,134.3,36.9,500.0,2,8,0,8702.640000000001,5.490549999999992,35.42704999999998,0.07379999999999999,0,2,100.0,89.9,97.7,30.1,24.68,0.0602,normal
B1703,2025-12-27 03:39:49,60.6,157.3,40.5,491.0,0,21,1,9532.380000000001,1.290549999999996,12.42704999999998,0.0824847250509165,1,7,98.8,88.0,85.9,33.4,27.39,0.068024,normal
B1704,2026-01-17 13:44:44,61.1,151.5,40.1,507.0,0,11,1,9256.65,1.790549999999996,18.22704999999999,0.07909270216962525,0,5,99.2,89.8,87.3,32.6,26.73,0.0643,normal
B1705,2026-02-12 08:06:44,64.5,147.1,37.0,496.0,0,20,0,9487.949999999999,5.190549999999995,22.627049999999997,0.07459677419354839,1,6,99.8,87.8,94.7,31.7,25.99,0.063911,normal
B1706,2026-01-29 20:55:06,59.3,169.8,49.2,502.0,2,19,0,10069.14,0.009450000000008174,0.07295000000002005,0.09800796812749005,1,5,96.9,91.3,69.2,36.0,29.52,0.071713,normal
B1707,2025-12-25 07:06:34,59.4,160.2,43.6,501.0,0,21,1,9515.88,0.09054999999999325,9.527050000000003,0.08702594810379242,1,7,99.5,91.4,84.6,34.1,27.96,0.068064,normal
B1708,2025-12-22 14:18:21,42.2,277.1,73.9,534.0,2,20,1,11693.620000000003,17.109450000000002,107.37295000000003,0.13838951310861425,1,6,90.4,98.6,60.0,57.9,47.48,0.108427,calibration_needed
B1709,2025-11-28 09:16:49,62.8,145.6,38.0,494.0,0,11,0,9143.679999999998,3.490549999999992,24.127049999999997,0.07692307692307693,0,5,100.0,87.8,95.0,31.6,25.91,0.063968,bearing_wear
B1710,2025-12-29 12:55:43,65.8,119.9,32.2,507.0,0,17,1,7889.42,6.490549999999992,49.827049999999986,0.06351084812623274,1,3,100.0,85.1,100.0,29.0,23.78,0.057199,normal
B1711,2026-01-19 16:01:19,54.1,204.0,56.3,512.0,0,19,2,11036.4,5.209450000000004,34.27295000000001,0.1099609375,1,5,95.4,93.9,66.8,41.6,34.11,0.08125,normal
B1712,2025-12-02 09:03:30,54.9,194.9,53.0,499.0,0,13,1,10700.01,4.409450000000007,25.172950000000014,0.1062124248496994,0,7,95.8,92.7,69.4,39.3,32.23,0.078758,calibration_needed
B1713,2026-02-10 15:15:41,65.2,145.1,36.9,501.0,1,12,1,9460.52,5.8905499999999975,24.627049999999997,0.07365269461077845,0,6,99.0,85.3,93.7,31.6,25.91,0.063074,calibration_needed
B1714,2026-02-22 16:42:44,60.4,163.1,42.0,492.0,0,6,2,9851.24,1.0905499999999932,6.627049999999997,0.08536585365853659,0,0,99.1,90.4,83.2,34.5,28.29,0.070122,normal
B1715,2026-01-22 03:15:10,73.5,91.7,23.7,513.0,2,19,0,6739.95,14.190549999999995,78.02704999999999,0.046198830409356725,1,5,100.0,82.5,100.0,25.4,20.83,0.049513,normal
B1716,2025-12-20 15:51:29,63.5,144.6,36.6,493.0,1,8,2,9182.1,4.190549999999995,25.127049999999997,0.0742393509127789,0,2,100.0,86.4,95.1,31.4,25.75,0.063692,normal
B1717,2025-11-21 21:06:45,49.0,241.5,63.2,506.0,0,17,2,11833.5,10.309450000000005,71.77295000000001,0.12490118577075099,1,3,93.0,96.5,60.0,47.4,38.87,0.093676,bearing_wear
B1718,2025-12-24 15:41:01,62.7,130.6,37.5,504.0,1,12,2,8188.62,3.3905499999999975,39.12705,0.0744047619047619,0,6,100.0,89.0,100.0,30.0,24.6,0.059524,normal
B1719,2025-12-23 04:06:25,48.9,239.5,62.8,518.0,0,20,2,11711.55,10.409450000000007,69.77295000000001,0.12123552123552123,1,6,93.8,98.7,60.0,47.5,38.95,0.091699,normal
B1720,2025-12-26 17:32:31,65.4,120.2,32.4,499.0,0,9,0,7861.080000000001,6.09055,49.52704999999999,0.06492985971943888,0,3,100.0,88.5,98.3,28.4,23.29,0.056914,calibration_needed
B1721,2026-01-30 20:43:22,44.2,270.0,70.6,537.0,1,19,2,11934.0,15.109450000000002,100.27295000000001,0.13147113594040968,1,5,92.0,97.6,60.0,55.0,45.1,0.102421,wet_material
B1722,2025-12-20 22:39:11,47.5,249.3,66.2,527.0,2,9,1,11841.75,11.809450000000005,79.57295000000002,0.1256166982922201,0,3,90.8,99.4,60.0,50.3,41.25,0.095446,normal
B1723,2026-01-24 00:12:58,62.9,144.2,37.0,496.0,0,7,1,9070.179999999998,3.5905499999999932,25.527050000000003,0.07459677419354839,0,1,100.0,88.3,93.1,31.5,25.83,0.063508,normal
B1724,2026-01-20 10:55:17,62.6,130.0,36.8,506.0,0,21,0,8138.0,3.290549999999996,39.72704999999999,0.07272727272727272,1,7,100.0,90.6,97.0,30.1,24.68,0.059486,wet_material
B1725,2026-02-24 19:10:04,49.6,227.2,61.1,513.0,2,12,0,11269.119999999999,9.709450000000004,57.47295,0.11910331384015595,0,6,91.1,97.5,60.0,45.7,37.47,0.089084,normal
B1726,2026-01-27 09:52:05,65.1,133.5,37.0,505.0,0,16,0,8690.849999999999,5.790549999999989,36.22704999999999,0.07326732673267326,1,2,100.0,86.9,96.6,30.4,24.93,0.060198,normal
B1727,2025-12-04 00:31:34,53.9,198.9,54.8,519.0,1,17,2,10720.71,5.409450000000007,29.172950000000014,0.10558766859344894,1,3,95.4,93.5,69.8,40.6,33.29,0.078227,normal
B1728,2026-02-24 04:44:57,65.5,120.0,32.1,515.0,2,8,0,7860.0,6.190549999999995,49.72704999999999,0.06233009708737865,0,2,100.0,87.4,100.0,28.8,23.62,0.055922,normal
B1729,2026-02-10 14:42:48,59.0,198.2,55.4,507.0,1,18,0,11693.8,0.30945000000000533,28.472949999999997,0.10927021696252465,1,4,95.8,94.7,64.8,40.0,32.8,0.078895,normal
B1730,2025-12-08 22:55:09,69.0,115.2,31.2,505.0,0,9,2,7948.8,9.690549999999995,54.52704999999999,0.06178217821782178,0,3,100.0,86.2,100.0,27.9,22.88,0.055248,normal
B1731,2026-02-17 11:00:00,57.8,172.6,47.8,495.0,2,16,2,9976.279999999999,1.5094500000000082,2.872950000000003,0.09656565656565656,1,2,96.0,91.4,78.6,36.0,29.52,0.072727,normal
B1732,2025-11-29 22:54:55,50.7,228.1,61.5,521.0,1,10,0,11564.67,8.609450000000002,58.37295,0.118042226487524,0,4,93.2,95.5,60.0,45.1,36.98,0.086564,bearing_wear
B1733,2026-01-14 05:55:10,43.5,274.2,71.4,528.0,1,7,1,11927.699999999999,15.809450000000005,104.47295,0.13522727272727275,0,1,89.8,100.0,60.0,55.5,45.51,0.105114,normal
B1734,2026-01-13 04:43:59,52.0,212.2,58.5,510.0,1,9,1,11034.4,7.309450000000005,42.47295,0.11470588235294117,0,3,95.6,95.8,63.5,42.7,35.01,0.083725,normal
B1735,2025-12-04 13:18:29,54.5,206.8,56.0,521.0,2,13,0,11270.6,4.809450000000005,37.07295000000002,0.10748560460652591,0,7,94.7,94.7,67.1,42.0,34.44,0.080614,normal
B1736,2025-11-13 00:23:08,68.5,121.5,30.9,509.0,2,16,1,8322.75,9.190549999999995,48.22704999999999,0.060707269155206287,1,2,100.0,86.0,100.0,28.5,23.37,0.055992,normal
B1737,2026-02-01 16:39:32,68.0,109.4,29.8,511.0,2,6,2,7439.200000000001,8.690549999999995,60.327049999999986,0.058317025440313114,0,0,100.0,85.4,100.0,27.5,22.55,0.053816,calibration_needed
B1738,2025-12-17 08:21:06,63.3,160.1,43.7,505.0,0,18,0,10134.33,3.990549999999992,9.627049999999997,0.08653465346534654,1,4,98.6,87.5,82.0,33.8,27.72,0.066931,normal
B1739,2025-11-20 16:11:12,53.1,208.4,57.2,507.0,1,16,2,11066.04,6.209450000000004,38.672950000000014,0.11282051282051282,1,2,95.7,97.3,60.0,43.1,35.34,0.08501,normal
B1740,2025-11-15 03:32:25,57.9,182.7,45.7,498.0,2,10,1,10578.33,1.4094500000000068,12.972949999999997,0.09176706827309238,0,4,94.8,92.0,76.7,37.1,30.42,0.074498,normal
B1741,2026-02-04 01:27:24,68.9,109.2,29.3,493.0,0,19,2,7523.880000000001,9.59055,60.52704999999999,0.05943204868154158,1,5,100.0,84.0,100.0,27.2,22.3,0.055172,normal
B1742,2026-01-11 15:12:50,46.0,260.9,68.7,521.0,1,19,1,12001.4,13.309450000000005,91.17294999999999,0.13186180422264876,1,5,91.8,99.3,60.0,53.2,43.62,0.102111,normal
B1743,2026-01-19 01:03:22,59.2,168.0,44.7,500.0,1,7,1,9945.6,0.10945000000000249,1.7270499999999913,0.08940000000000001,0,1,97.4,92.8,80.7,34.9,28.62,0.0698,normal
B1744,2026-01-26 19:39:47,58.5,176.4,47.2,501.0,0,11,2,10319.4,0.8094500000000053,6.672950000000014,0.09421157684630739,0,5,97.7,92.0,76.3,36.5,29.93,0.072854,normal
B1745,2026-02-17 14:52:48,51.9,212.2,59.0,503.0,0,8,0,11013.179999999998,7.409450000000007,42.47295,0.1172962226640159,0,2,95.6,94.2,63.3,42.8,35.1,0.085089,normal
B1746,2026-02-01 14:06:44,64.2,144.3,36.8,496.0,1,8,0,9264.060000000001,4.8905499999999975,25.42704999999998,0.07419354838709677,0,2,100.0,86.6,95.9,31.4,25.75,0.063306,wet_material
B1747,2025-11-20 19:05:47,67.7,117.7,31.3,502.0,0,6,2,7968.290000000001,8.390549999999998,52.02704999999999,0.062350597609561756,0,0,100.0,85.3,100.0,28.5,23.37,0.056773,normal
B1748,2026-02-20 19:19:47,48.0,247.4,64.5,521.0,0,8,0,11875.2,11.309450000000005,77.67295000000001,0.1238003838771593,0,2,90.7,98.6,60.0,50.1,41.08,0.096161,normal
B1749,2026-02-13 16:19:26,58.1,177.2,47.7,497.0,2,16,2,10295.32,1.209450000000004,7.472949999999997,0.09597585513078472,1,2,96.3,93.5,74.7,36.3,29.77,0.073038,normal
B1750,2025-12-24 14:17:04,57.6,171.1,49.0,494.0,0,17,1,9855.36,1.709450000000004,1.372950000000003,0.09919028340080972,1,3,95.4,91.7,78.1,36.2,29.68,0.073279,normal
B1751,2025-12-10 02:38:23,56.4,187.5,53.0,495.0,2,9,1,10575.0,2.9094500000000068,17.77295000000001,0.10707070707070707,0,3,94.9,94.9,72.9,39.5,32.39,0.079798,wet_material
B1752,2025-11-21 01:37:51,54.4,206.6,56.3,517.0,1,13,1,11239.039999999999,4.909450000000007,36.87295,0.10889748549323017,0,7,95.7,95.2,66.3,41.6,34.11,0.080464,normal
B1753,2025-11-13 08:52:44,64.8,132.6,33.6,499.0,1,15,1,8592.48,5.490549999999992,37.12705,0.06733466933867736,1,1,100.0,87.8,100.0,29.8,24.44,0.059719,normal
B1754,2026-02-02 12:45:08,69.0,106.9,29.0,507.0,0,7,0,7376.1,9.690549999999995,62.827049999999986,0.05719921104536489,0,1,100.0,84.2,100.0,27.1,22.22,0.053452,bearing_wear
B1755,2026-02-13 03:41:37,64.4,134.8,37.2,503.0,2,21,2,8681.12,5.09055,34.92704999999998,0.07395626242544732,1,7,100.0,88.8,97.6,30.1,24.68,0.059841,normal
B1756,2025-11-26 21:32:41,59.3,184.4,45.9,497.0,1,17,2,10934.92,0.009450000000008174,14.672950000000014,0.09235412474849095,1,3,96.3,92.7,77.7,36.8,30.18,0.074044,normal
B1757,2025-12-23 01:31:52,56.3,180.1,48.5,500.0,0,11,2,10139.63,3.009450000000008,10.372950000000003,0.097,0,5,95.6,93.0,72.5,37.1,30.42,0.0742,normal
B1758,2026-02-16 11:10:36,67.4,112.8,30.2,502.0,1,18,0,7602.72,8.09055,56.927049999999994,0.060159362549800796,1,4,100.0,84.8,100.0,27.4,22.47,0.054582,normal
B1759,2026-02-13 19:21:50,70.2,104.9,26.8,511.0,1,8,0,7363.9800000000005,10.890549999999998,64.82704999999999,0.05244618395303327,0,2,100.0,83.9,100.0,26.5,21.73,0.051859,wet_material
B1760,2025-12-04 04:39:20,61.8,159.3,43.9,500.0,0,15,1,9844.74,2.490549999999992,10.42704999999998,0.0878,1,1,98.9,89.2,82.2,34.0,27.88,0.068,bearing_wear
B1761,2026-01-05 07:48:28,56.6,180.1,49.3,508.0,1,9,1,10193.66,2.709450000000004,10.372950000000003,0.09704724409448819,0,3,96.8,91.3,71.0,37.1,30.42,0.073031,normal
B1762,2026-01-30 13:14:20,48.9,238.3,63.4,522.0,2,10,0,11652.87,10.409450000000007,68.57295000000002,0.12145593869731801,0,4,93.4,99.1,60.0,47.8,39.2,0.091571,normal
B1763,2026-01-31 20:37:38,50.7,213.7,58.9,515.0,1,13,1,10834.59,8.609450000000002,43.97295,0.11436893203883496,0,7,94.8,95.7,63.1,43.1,35.34,0.083689,bearing_wear
B1764,2026-02-02 11:49:52,55.3,189.9,53.1,501.0,1,8,1,10501.47,4.009450000000008,20.172950000000014,0.1059880239520958,0,2,95.3,93.3,72.1,39.5,32.39,0.078842,normal
B1765,2025-12-25 11:56:24,43.6,269.6,71.4,532.0,0,10,1,11754.560000000001,15.709450000000004,99.87295000000003,0.13421052631578947,0,4,89.5,100.0,60.0,55.1,45.18,0.103571,normal
B1766,2026-01-21 07:21:29,68.0,111.2,29.9,518.0,1,13,0,7561.6,8.690549999999995,58.52704999999999,0.057722007722007716,0,7,100.0,84.3,100.0,27.5,22.55,0.053089,normal
B1767,2025-11-27 03:00:27,65.4,133.1,34.0,506.0,1,9,0,8704.74,6.09055,36.62705,0.06719367588932806,0,3,100.0,86.9,100.0,29.6,24.27,0.058498,normal
B1768,2026-01-08 13:40:37,67.3,142.4,36.1,503.0,0,16,1,9583.52,7.990549999999992,27.327049999999986,0.07176938369781312,1,2,100.0,86.2,92.3,30.4,24.93,0.060437,normal
B1769,2025-12-18 02:40:48,59.3,170.7,49.0,489.0,0,12,0,10122.509999999998,0.009450000000008174,0.9729499999999973,0.10020449897750511,0,6,97.3,93.0,69.1,36.3,29.77,0.074233,wet_material
B1770,2026-02-12 01:32:55,44.1,269.9,71.6,524.0,1,18,1,11902.59,15.209450000000004,100.17294999999999,0.1366412213740458,1,4,89.9,99.7,60.0,55.3,45.35,0.105534,normal
B1771,2025-12-14 14:33:53,63.2,144.1,36.8,497.0,1,20,1,9107.12,3.8905499999999975,25.627049999999997,0.07404426559356136,1,6,99.8,86.7,96.7,31.7,25.99,0.063783,normal
B1772,2026-02-19 23:47:25,68.8,115.6,31.0,515.0,0,7,0,7953.279999999999,9.490549999999992,54.12705,0.06019417475728155,0,1,100.0,84.4,100.0,27.8,22.8,0.053981,normal
B1773,2025-12-28 03:46:16,58.3,185.1,45.3,490.0,2,9,1,10791.33,1.0094500000000082,15.372950000000003,0.09244897959183673,0,3,96.9,93.1,77.9,36.8,30.18,0.075102,normal
B1774,2025-12-27 00:38:28,63.9,139.4,36.6,506.0,0,17,2,8907.66,4.590549999999993,30.327049999999986,0.07233201581027668,1,3,100.0,89.0,95.0,31.0,25.42,0.061265,normal
B1775,2026-01-25 17:10:04,58.0,175.0,48.7,501.0,0,9,0,10150.0,1.3094500000000053,5.272950000000009,0.09720558882235529,0,3,96.8,92.6,77.5,36.0,29.52,0.071856,wet_material
B1776,2025-12-10 09:26:46,65.7,121.3,32.1,507.0,0,14,2,7969.41,6.3905499999999975,48.427049999999994,0.06331360946745562,1,0,100.0,86.1,100.0,28.8,23.62,0.056805,bearing_wear
B1777,2026-02-27 04:23:00,65.0,120.9,32.1,504.0,0,17,0,7858.5,5.690549999999995,48.827049999999986,0.0636904761904762,1,3,100.0,87.8,99.7,28.3,23.21,0.056151,normal
B1778,2026-01-10 23:06:25,47.4,244.7,67.1,523.0,0,9,1,11598.779999999999,11.909450000000007,74.97295,0.1282982791586998,0,3,90.8,98.6,60.0,50.0,41.0,0.095602,bearing_wear
B1779,2026-02-03 01:30:45,50.3,228.4,60.0,511.0,0,13,1,11488.52,9.009450000000008,58.672950000000014,0.11741682974559686,0,7,95.3,98.9,60.0,45.7,37.47,0.089432,bearing_wear
B1780,2025-12-13 06:20:48,53.6,198.2,56.3,513.0,1,21,2,10623.52,5.709450000000004,28.472949999999997,0.1097465886939571,1,7,95.5,94.3,69.4,40.4,33.13,0.078752,normal
B1781,2025-12-17 06:36:59,60.5,149.0,39.4,502.0,1,9,1,9014.5,1.1905499999999947,20.72704999999999,0.07848605577689242,0,3,97.6,89.7,84.9,32.8,26.9,0.065339,normal
B1782,2026-03-04 20:11:35,73.1,92.7,23.9,517.0,0,6,0,6776.37,13.790549999999989,77.02704999999999,0.04622823984526112,0,0,100.0,82.4,100.0,25.4,20.83,0.04913,normal
B1783,2026-01-29 01:01:28,65.3,132.4,34.4,503.0,2,21,1,8645.72,5.990549999999992,37.327049999999986,0.068389662027833,1,7,100.0,88.9,100.0,29.8,24.44,0.059245,normal
B1784,2025-12-26 07:53:10,46.1,260.3,69.6,526.0,0,7,1,11999.830000000002,13.209450000000004,90.57295000000002,0.13231939163498097,0,1,90.4,98.5,60.0,52.6,43.13,0.1,bearing_wear
B1785,2026-01-31 23:06:38,73.3,92.2,24.2,524.0,0,7,0,6758.26,13.990549999999992,77.52704999999999,0.046183206106870225,0,1,100.0,81.2,100.0,25.4,20.83,0.048473,bearing_wear
B1786,2026-02-15 02:02:06,69.1,114.1,31.2,504.0,2,15,1,7884.309999999999,9.790549999999989,55.62705,0.0619047619047619,1,1,100.0,84.8,100.0,27.9,22.88,0.055357,normal
B1787,2025-12-01 00:53:07,51.3,226.9,61.1,516.0,1,10,0,11639.97,8.009450000000008,57.172950000000014,0.11841085271317829,0,4,93.2,96.4,60.0,45.3,37.15,0.087791,normal
B1788,2026-02-17 12:34:56,58.7,185.2,46.1,496.0,0,10,1,10871.24,0.6094500000000025,15.472949999999997,0.09294354838709677,0,4,96.9,93.5,77.2,36.8,30.18,0.074194,normal
B1789,2025-12-20 23:44:06,67.4,111.0,30.0,512.0,0,11,0,7481.400000000001,8.09055,58.72704999999999,0.05859375,0,5,100.0,84.1,100.0,27.5,22.55,0.053711,normal
B1790,2025-11-16 20:01:38,48.8,239.0,63.6,514.0,0,14,0,11663.199999999999,10.509450000000008,69.27295000000001,0.12373540856031129,1,0,92.7,98.1,60.0,47.8,39.2,0.092996,normal
B1791,2025-12-12 11:39:27,67.6,109.2,30.1,502.0,2,11,0,7381.919999999999,8.290549999999989,60.52704999999999,0.0599601593625498,0,5,100.0,84.6,100.0,27.4,22.47,0.054582,normal
B1792,2025-12-04 13:27:10,45.2,254.9,68.7,522.0,0,6,1,11521.480000000001,14.109450000000002,85.17295000000001,0.13160919540229885,0,0,92.3,98.6,60.0,52.6,43.13,0.100766,calibration_needed
B1793,2026-02-06 10:27:19,53.0,217.0,58.7,510.0,0,11,1,11501.0,6.309450000000005,47.27295000000001,0.11509803921568627,0,5,94.7,96.4,60.0,43.7,35.83,0.085686,normal
B1794,2025-12-17 19:25:48,62.7,145.9,37.7,510.0,1,10,0,9147.93,3.3905499999999975,23.827049999999986,0.07392156862745099,0,4,100.0,90.0,94.0,31.5,25.83,0.061765,normal
B1795,2026-01-22 07:03:22,63.1,142.0,38.6,497.0,2,13,1,8960.2,3.790549999999996,27.72704999999999,0.07766599597585513,0,7,100.0,87.3,93.8,31.7,25.99,0.063783,normal
B1796,2026-02-10 19:43:17,49.2,229.5,63.1,527.0,2,7,2,11291.400000000001,10.109450000000002,59.77295000000001,0.11973434535104364,0,1,94.0,98.7,60.0,47.7,39.11,0.090512,normal
B1797,2025-12-20 15:27:43,61.5,151.3,40.5,493.0,0,11,1,9304.95,2.1905499999999947,18.42704999999998,0.0821501014198783,0,5,99.9,87.4,88.5,32.6,26.73,0.066126,normal
B1798,2025-12-15 08:00:40,50.0,226.7,61.4,515.0,1,10,1,11335.0,9.309450000000005,56.97295,0.11922330097087379,0,4,95.7,97.6,60.0,46.3,37.97,0.089903,normal
B1799,2025-11-25 20:00:25,51.9,213.7,58.4,517.0,0,9,2,11091.029999999999,7.409450000000007,43.97295,0.11295938104448743,0,3,94.8,96.4,63.2,43.0,35.26,0.083172,normal
B1800,2026-01-02 00:53:57,61.3,156.0,41.2,497.0,1,17,2,9562.8,1.9905499999999918,13.727049999999991,0.08289738430583501,1,3,98.7,90.0,88.9,33.5,27.47,0.067404,normal
B1801,2025-12-04 18:37:45,56.6,179.4,50.3,504.0,1,21,1,10154.04,2.709450000000004,9.672950000000014,0.0998015873015873,1,7,96.3,92.5,73.9,37.6,30.83,0.074603,normal
B1802,2025-12-26 20:30:25,60.9,148.7,39.9,507.0,0,11,1,9055.83,1.5905499999999932,21.027050000000003,0.07869822485207101,0,5,98.9,89.1,88.7,32.5,26.65,0.064103,normal
B1803,2026-01-29 12:27:51,50.4,229.8,61.1,510.0,1,8,1,11581.92,8.909450000000007,60.07295000000002,0.11980392156862746,0,2,92.7,95.4,60.0,45.5,37.31,0.089216,normal
B1804,2026-02-28 17:26:18,63.7,135.7,36.8,496.0,1,9,2,8644.09,4.3905499999999975,34.02705,0.07419354838709677,0,3,100.0,87.4,100.0,30.3,24.85,0.061089,normal
B1805,2025-11-16 02:05:18,70.1,100.2,27.4,507.0,0,12,1,7024.0199999999995,10.790549999999989,69.52704999999999,0.05404339250493096,0,6,100.0,84.8,100.0,26.6,21.81,0.052465,normal
B1806,2026-01-14 00:26:32,41.7,276.2,74.6,536.0,0,12,1,11517.54,17.609450000000002,106.47295,0.13917910447761192,0,6,89.7,98.0,60.0,58.1,47.64,0.108396,normal
B1807,2026-02-05 13:32:31,63.8,136.6,35.1,508.0,0,14,2,8715.08,4.490549999999992,33.12705,0.06909448818897639,1,0,100.0,88.3,100.0,30.4,24.93,0.059843,normal
B1808,2026-01-19 10:33:12,58.6,174.1,47.6,492.0,1,6,1,10202.26,0.7094500000000039,4.372950000000003,0.0967479674796748,0,0,96.5,92.1,76.8,35.9,29.44,0.072967,normal
B1809,2025-12-15 21:20:12,45.2,263.7,69.5,531.0,0,21,0,11919.24,14.109450000000002,93.97295,0.13088512241054615,1,7,92.2,98.2,60.0,51.7,42.39,0.097363,normal
B1810,2026-02-16 01:15:30,57.2,182.9,50.3,500.0,1,13,1,10461.880000000001,2.1094500000000025,13.172950000000014,0.1006,0,7,97.2,92.4,75.2,37.0,30.34,0.074,normal
B1811,2025-11-22 01:06:23,72.8,94.7,24.5,506.0,2,9,1,6894.16,13.490549999999992,75.02704999999999,0.04841897233201581,0,3,100.0,82.3,100.0,25.7,21.07,0.050791,normal
B1812,2025-11-20 04:17:17,61.7,165.6,42.5,500.0,2,14,1,10217.52,2.3905499999999975,4.127049999999997,0.085,1,0,99.2,92.7,81.2,34.5,28.29,0.069,normal
B1813,2026-01-13 20:39:11,60.7,151.7,41.4,508.0,0,14,1,9208.19,1.3905499999999975,18.027050000000003,0.08149606299212599,1,0,98.8,90.7,87.0,32.6,26.73,0.064173,normal
B1814,2026-02-11 09:48:22,54.4,192.6,50.9,487.0,1,16,2,10477.439999999999,4.909450000000007,22.872950000000003,0.10451745379876796,1,2,97.5,94.9,71.3,39.0,31.98,0.080082,normal
B1815,2026-02-15 08:30:09,54.4,199.9,54.9,505.0,1,19,0,10874.56,4.909450000000007,30.172950000000014,0.10871287128712871,1,5,95.9,94.0,69.9,41.1,33.7,0.081386,normal
B1816,2025-12-05 00:52:07,63.1,147.1,36.8,489.0,2,13,2,9282.01,3.790549999999996,22.627049999999997,0.07525562372188138,0,7,99.3,87.6,94.8,31.6,25.91,0.064622,wet_material
